S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,condition,type,Male,Female,Age,Married,Unmarried,Education,Employment,lat,long,Age_Group,encoded_Conditions,encoded_Types,encoded_Education,encoded_Employment
2177,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Depression,47,19,21,50,16.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,Middle-age,0,2,0,3
2178,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Psychosis,21,31,47,35,17.0,PhD/Doctorate,no,27.32850363,86.41723305,old,0,6,2,1
2179,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Anxiety,20,36,28,28,28.0,"College degree, bachelor, master",no,27.32850363,86.41723305,Middle-age,0,1,0,1
2180,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Mental retardation,33,47,21,19,61.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,Middle-age,0,5,0,3
2181,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Normal,Hysteria,21,49,53,57,13.0,"College degree, bachelor, master",no,27.32850363,86.41723305,old,2,4,0,1
2182,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Severe,Alcoholism,24,60,50,36,48.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,old,3,0,0,3
2183,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Minor,Epilepsy,34,18,57,19,33.0,Up to 9 years of school,yes,27.32850363,86.41723305,old,1,3,6,3
2184,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Minor,Depression,59,55,27,34,80.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age,1,2,0,1
2185,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Severe,Psychosis,45,52,47,23,74.0,PhD/Doctorate,yes,27.10524151,86.76344684,old,3,6,2,3
2186,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Major,Anxiety,44,33,56,30,47.0,"College degree, bachelor, master",yes,27.10524151,86.76344684,old,0,1,0,3
2187,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Minor,Mental retardation,50,35,29,55,30.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age,1,5,0,1
2188,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Normal,Hysteria,55,21,45,31,45.0,PhD/Doctorate,yes,27.10524151,86.76344684,old,2,4,2,3
2189,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Severe,Alcoholism,45,49,39,25,69.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age,3,0,0,1
2190,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Major,Epilepsy,31,57,53,23,65.0,"College degree, bachelor, master",yes,27.10524151,86.76344684,old,0,3,0,3
2191,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Normal,Depression,59,39,32,47,51.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age,2,2,0,1
2192,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Severe,Psychosis,42,58,19,53,47.0,"Some College, short continuing education or equivalent",no,26.89706243,86.62430815,young,3,6,3,1
2193,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Major,Anxiety,47,42,31,37,52.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age,0,1,0,1
2194,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Major,Mental retardation,40,37,45,23,54.0,PhD/Doctorate,yes,26.89706243,86.62430815,old,0,5,2,3
2195,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Minor,Hysteria,36,29,48,30,35.0,PhD/Doctorate,yes,26.89706243,86.62430815,old,1,4,2,3
2196,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Normal,Alcoholism,22,58,59,58,22.0,Up to 9 years of school,retired,26.89706243,86.62430815,old,2,0,6,2
2197,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Severe,Epilepsy,49,26,33,22,53.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age,3,3,0,1
2198,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Depression,39,19,25,43,15.0,"College degree, bachelor, master",yes,26.59685229,86.73725506,Middle-age,3,2,0,3
2199,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Psychosis,24,35,36,56,3.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age,3,6,0,1
2200,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Normal,Anxiety,30,34,58,57,7.0,"College degree, bachelor, master",retired,26.59685229,86.73725506,old,2,1,0,2
2201,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Minor,Mental retardation,34,21,34,39,16.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age,1,5,0,1
2202,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Hysteria,49,53,42,41,61.0,PhD/Doctorate,no,26.59685229,86.73725506,old,3,4,2,1
2203,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Alcoholism,37,33,43,50,20.0,PhD/Doctorate,Unknown,26.59685229,86.73725506,old,3,0,2,0
2204,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Epilepsy,32,48,27,41,39.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age,3,3,0,1
2205,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Major,Depression,60,59,26,32,87.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age,0,2,0,1
2206,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Normal,Psychosis,34,46,26,29,51.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age,2,6,0,1
2207,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Severe,Anxiety,50,19,40,25,44.0,PhD/Doctorate,no,26.6852784,86.32651559,old,3,1,2,1
2208,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Major,Mental retardation,57,25,18,4,78.0,Up to 12 years of school,no,26.6852784,86.32651559,young,0,5,5,1
2209,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Major,Hysteria,37,39,57,38,38.0,"College degree, bachelor, master",Unknown,26.6852784,86.32651559,old,0,4,0,0
2210,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Minor,Alcoholism,56,26,18,4,78.0,Up to 12 years of school,no,26.6852784,86.32651559,young,1,0,5,1
2211,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Minor,Epilepsy,32,60,34,21,71.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age,1,3,0,1
2212,Dhanusha,Janakpur,Terai,Central,2076,2019,Normal,Depression,43,40,26,23,60.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age,2,2,0,1
2213,Dhanusha,Janakpur,Terai,Central,2076,2019,Minor,Psychosis,21,35,32,46,10.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age,1,6,0,1
2214,Dhanusha,Janakpur,Terai,Central,2076,2019,Minor,Anxiety,28,40,43,55,13.0,PhD/Doctorate,Unknown,26.79587245,86.00721975,old,1,1,2,0
2215,Dhanusha,Janakpur,Terai,Central,2076,2019,Severe,Mental retardation,55,60,28,48,67.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age,3,5,0,1
2216,Dhanusha,Janakpur,Terai,Central,2076,2019,Severe,Hysteria,29,24,56,31,22.0,"College degree, bachelor, master",Unknown,26.79587245,86.00721975,old,3,4,0,0
2217,Dhanusha,Janakpur,Terai,Central,2076,2019,Major,Alcoholism,44,32,45,49,27.0,PhD/Doctorate,Unknown,26.79587245,86.00721975,old,0,0,2,0
2218,Dhanusha,Janakpur,Terai,Central,2076,2019,Minor,Epilepsy,46,36,60,44,38.0,Up to 9 years of school,retired,26.79587245,86.00721975,old,1,3,6,2
2219,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Depression,32,48,51,24,56.0,"College degree, bachelor, master",no,26.85777117,85.82059516,old,2,2,0,1
2220,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Psychosis,47,56,47,24,79.0,PhD/Doctorate,no,26.85777117,85.82059516,old,2,6,2,1
2221,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Anxiety,35,54,46,47,42.0,PhD/Doctorate,no,26.85777117,85.82059516,old,2,1,2,1
2222,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Mental retardation,45,56,58,36,65.0,Up to 9 years of school,retired,26.85777117,85.82059516,old,2,5,6,2
2223,Mahottari,Janakpur,Terai,Central,2076,2019,Minor,Hysteria,44,59,32,59,44.0,"College degree, bachelor, master",no,26.85777117,85.82059516,Middle-age,1,4,0,1
2224,Mahottari,Janakpur,Terai,Central,2076,2019,Minor,Alcoholism,28,33,53,59,2.0,"College degree, bachelor, master",yes,26.85777117,85.82059516,old,1,0,0,3
2225,Mahottari,Janakpur,Terai,Central,2076,2019,Major,Epilepsy,19,29,42,24,24.0,PhD/Doctorate,yes,26.85777117,85.82059516,old,0,3,2,3
2226,Sarlahi,Janakpur,Terai,Central,2076,2019,Normal,Depression,57,49,55,23,83.0,Up to 9 years of school,yes,26.96581113,85.5617024,old,2,2,6,3
2227,Sarlahi,Janakpur,Terai,Central,2076,2019,Major,Psychosis,43,38,54,36,45.0,"College degree, bachelor, master",yes,26.96581113,85.5617024,old,0,6,0,3
2228,Sarlahi,Janakpur,Terai,Central,2076,2019,Major,Anxiety,25,47,36,33,39.0,"College degree, bachelor, master",no,26.96581113,85.5617024,Middle-age,0,1,0,1
2229,Sarlahi,Janakpur,Terai,Central,2076,2019,Normal,Mental retardation,52,27,30,41,38.0,"College degree, bachelor, master",no,26.96581113,85.5617024,Middle-age,2,5,0,1
2230,Sarlahi,Janakpur,Terai,Central,2076,2019,Minor,Hysteria,24,22,40,28,18.0,PhD/Doctorate,no,26.96581113,85.5617024,old,1,4,2,1
2231,Sarlahi,Janakpur,Terai,Central,2076,2019,Severe,Alcoholism,34,26,21,24,36.0,"College degree, bachelor, master",no,26.96581113,85.5617024,Middle-age,3,0,0,1
2232,Sarlahi,Janakpur,Terai,Central,2076,2019,Major,Epilepsy,47,33,53,47,33.0,"College degree, bachelor, master",yes,26.96581113,85.5617024,old,0,3,0,3
2233,Sindhuli,Janakpur,Hill,Central,2076,2019,Major,Depression,37,48,54,19,66.0,Up to 9 years of school,yes,27.21085578,85.90028129,old,0,2,6,3
2234,Sindhuli,Janakpur,Hill,Central,2076,2019,Normal,Psychosis,48,31,59,27,52.0,"College degree, bachelor, master",yes,27.21085578,85.90028129,old,2,6,0,3
2235,Sindhuli,Janakpur,Hill,Central,2076,2019,Normal,Anxiety,52,21,60,30,43.0,Up to 9 years of school,yes,27.21085578,85.90028129,old,2,1,6,3
2236,Sindhuli,Janakpur,Hill,Central,2076,2019,Major,Mental retardation,47,52,42,54,45.0,PhD/Doctorate,yes,27.21085578,85.90028129,old,0,5,2,3
2237,Sindhuli,Janakpur,Hill,Central,2076,2019,Severe,Hysteria,44,30,50,40,34.0,"College degree, bachelor, master",yes,27.21085578,85.90028129,old,3,4,0,3
2238,Sindhuli,Janakpur,Hill,Central,2076,2019,Severe,Alcoholism,32,55,29,49,38.0,"College degree, bachelor, master",no,27.21085578,85.90028129,Middle-age,3,0,0,1
2239,Sindhuli,Janakpur,Hill,Central,2076,2019,Major,Epilepsy,40,45,19,45,40.0,"Some College, short continuing education or equivalent",no,27.21085578,85.90028129,young,0,3,3,1
2240,Ramechhap,Janakpur,Hill,Central,2076,2019,Severe,Depression,20,30,43,18,32.0,PhD/Doctorate,yes,27.45389329,86.17446896,old,3,2,2,3
2241,Ramechhap,Janakpur,Hill,Central,2076,2019,Severe,Psychosis,41,59,54,48,52.0,"College degree, bachelor, master",yes,27.45389329,86.17446896,old,3,6,0,3
2242,Ramechhap,Janakpur,Hill,Central,2076,2019,Severe,Anxiety,20,28,45,29,19.0,PhD/Doctorate,yes,27.45389329,86.17446896,old,3,1,2,3
2243,Ramechhap,Janakpur,Hill,Central,2076,2019,Minor,Mental retardation,34,28,51,34,28.0,Up to 9 years of school,yes,27.45389329,86.17446896,old,1,5,6,3
2244,Ramechhap,Janakpur,Hill,Central,2076,2019,Minor,Hysteria,24,50,37,28,46.0,"College degree, bachelor, master",Unknown,27.45389329,86.17446896,Middle-age,1,4,0,0
2245,Ramechhap,Janakpur,Hill,Central,2076,2019,Normal,Alcoholism,22,49,38,52,19.0,"College degree, bachelor, master",Unknown,27.45389329,86.17446896,Middle-age,2,0,0,0
2246,Ramechhap,Janakpur,Hill,Central,2076,2019,Minor,Epilepsy,52,51,44,53,50.0,PhD/Doctorate,Unknown,27.45389329,86.17446896,old,1,3,2,0
2247,Dolkha,Janakpur,Mountain,Central,2076,2019,Severe,Depression,52,58,46,39,71.0,PhD/Doctorate,Unknown,27.82352203,86.19576072,old,3,2,2,0
2248,Dolkha,Janakpur,Mountain,Central,2076,2019,Severe,Psychosis,44,51,52,31,64.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,old,3,6,0,0
2249,Dolkha,Janakpur,Mountain,Central,2076,2019,Minor,Anxiety,49,50,46,46,53.0,PhD/Doctorate,yes,27.82352203,86.19576072,old,1,1,2,3
2250,Dolkha,Janakpur,Mountain,Central,2076,2019,Severe,Mental retardation,55,29,30,44,40.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,Middle-age,3,5,0,0
2251,Dolkha,Janakpur,Mountain,Central,2076,2019,Minor,Hysteria,37,33,33,46,24.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,Middle-age,1,4,0,0
2252,Dolkha,Janakpur,Mountain,Central,2076,2019,Normal,Alcoholism,51,48,20,41,58.0,"College degree, bachelor, master",no,27.82352203,86.19576072,Middle-age,2,0,0,1
2253,Dolkha,Janakpur,Mountain,Central,2076,2019,Normal,Epilepsy,59,38,39,39,58.0,"College degree, bachelor, master",Unknown,27.82352203,86.19576072,Middle-age,2,3,0,0
2254,Sindhupalchowk,Bagmati,Mountain,Central,2076,2019,Severe,Depression,54,24,22,19,59.0,"College degree, bachelor, master",no,27.94899924,85.75847357,Middle-age,3,2,0,1
2255,Sindhupalchowk,Bagmati,Mountain,Central,2076,2019,Normal,Psychosis,25,36,35,58,3.0,"College degree, bachelor, master",Unknown,27.94899924,85.75847357,Middle-age,2,6,0,0
2256,Sindhupalchowk,Bagmati,Mountain,Central,2076,2019,Severe,Anxiety,22,20,26,23,19.0,"College degree, bachelor, master",Unknown,27.94899924,85.75847357,Middle-age,3,1,0,0
2257,Sindhupalchowk,Bagmati,Mountain,Central,2076,2019,Minor,Mental retardation,32,41,35,43,30.0,"College degree, bachelor, master",Unknown,27.94899924,85.75847357,Middle-age,1,5,0,0
2258,Sindhupalchowk,Bagmati,Mountain,Central,2076,2019,Major,Hysteria,27,48,20,51,24.0,"College degree, bachelor, master",no,27.94899924,85.75847357,Middle-age,0,4,0,1
2259,Sindhupalchowk,Bagmati,Mountain,Central,2076,2019,Normal,Alcoholism,34,51,18,3,82.0,Up to 12 years of school,no,27.94899924,85.75847357,young,2,0,5,1
2260,Sindhupalchowk,Bagmati,Mountain,Central,2076,2019,Major,Epilepsy,26,45,23,58,13.0,"College degree, bachelor, master",yes,27.94899924,85.75847357,Middle-age,0,3,0,3
2261,Kavre,Bagmati,Hill,Central,2076,2019,Major,Depression,29,59,44,24,64.0,PhD/Doctorate,yes,27.52503681,85.616478,old,0,2,2,3
2262,Kavre,Bagmati,Hill,Central,2076,2019,Major,Psychosis,20,34,50,22,32.0,"College degree, bachelor, master",yes,27.52503681,85.616478,old,0,6,0,3
2263,Kavre,Bagmati,Hill,Central,2076,2019,Major,Anxiety,57,40,52,35,62.0,Up to 9 years of school,yes,27.52503681,85.616478,old,0,1,6,3
2264,Kavre,Bagmati,Hill,Central,2076,2019,Severe,Mental retardation,59,22,18,3,78.0,Up to 12 years of school,no,27.52503681,85.616478,young,3,5,5,1
2265,Kavre,Bagmati,Hill,Central,2076,2019,Severe,Hysteria,46,39,45,57,28.0,PhD/Doctorate,yes,27.52503681,85.616478,old,3,4,2,3
2266,Kavre,Bagmati,Hill,Central,2076,2019,Minor,Alcoholism,42,53,21,31,64.0,"College degree, bachelor, master",yes,27.52503681,85.616478,Middle-age,1,0,0,3
2267,Kavre,Bagmati,Hill,Central,2076,2019,Normal,Epilepsy,55,28,44,46,37.0,PhD/Doctorate,yes,27.52503681,85.616478,old,2,3,2,3
2268,Lalitpur,Bagmati,Hill,Central,2076,2019,Severe,Depression,40,42,50,56,26.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,old,3,2,0,3
2269,Lalitpur,Bagmati,Hill,Central,2076,2019,Severe,Psychosis,34,58,22,47,45.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,Middle-age,3,6,0,3
2270,Lalitpur,Bagmati,Hill,Central,2076,2019,Severe,Anxiety,44,36,51,42,38.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,old,3,1,0,3
2271,Lalitpur,Bagmati,Hill,Central,2076,2019,Normal,Mental retardation,52,39,59,37,54.0,Up to 9 years of school,yes,27.58871791,85.3453208,old,2,5,6,3
2272,Lalitpur,Bagmati,Hill,Central,2076,2019,Normal,Hysteria,44,51,25,48,47.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,Middle-age,2,4,0,3
2273,Lalitpur,Bagmati,Hill,Central,2076,2019,Normal,Alcoholism,29,53,37,39,43.0,"College degree, bachelor, master",Unknown,27.58871791,85.3453208,Middle-age,2,0,0,0
2274,Lalitpur,Bagmati,Hill,Central,2076,2019,Minor,Epilepsy,37,58,21,48,47.0,"College degree, bachelor, master",no,27.58871791,85.3453208,Middle-age,1,3,0,1
2275,Bhaktapur,Bagmati,Hill,Central,2076,2019,Severe,Depression,57,60,35,46,71.0,"College degree, bachelor, master",Unknown,27.66294721,85.43855603,Middle-age,3,2,0,0
2276,Bhaktapur,Bagmati,Hill,Central,2076,2019,Normal,Psychosis,40,33,43,57,16.0,PhD/Doctorate,yes,27.66294721,85.43855603,old,2,6,2,3
2277,Bhaktapur,Bagmati,Hill,Central,2076,2019,Major,Anxiety,22,53,28,29,46.0,"College degree, bachelor, master",Unknown,27.66294721,85.43855603,Middle-age,0,1,0,0
2278,Bhaktapur,Bagmati,Hill,Central,2076,2019,Normal,Mental retardation,55,49,50,48,56.0,"College degree, bachelor, master",yes,27.66294721,85.43855603,old,2,5,0,3
2279,Bhaktapur,Bagmati,Hill,Central,2076,2019,Minor,Hysteria,45,38,19,36,47.0,"Some College, short continuing education or equivalent",no,27.66294721,85.43855603,young,1,4,3,1
2280,Bhaktapur,Bagmati,Hill,Central,2076,2019,Normal,Alcoholism,50,18,18,2,66.0,Up to 12 years of school,yes,27.66294721,85.43855603,young,2,0,5,3
2281,Bhaktapur,Bagmati,Hill,Central,2076,2019,Major,Epilepsy,52,48,18,1,99.0,Up to 12 years of school,yes,27.66294721,85.43855603,young,0,3,5,3
2282,Kathmandu,Bagmati,Hill,Central,2076,2019,Severe,Depression,28,38,59,50,16.0,Up to 9 years of school,yes,27.7328855,85.35042992,old,3,2,6,3
2283,Kathmandu,Bagmati,Hill,Central,2076,2019,Minor,Psychosis,33,60,48,53,40.0,PhD/Doctorate,yes,27.7328855,85.35042992,old,1,6,2,3
2284,Kathmandu,Bagmati,Hill,Central,2076,2019,Normal,Anxiety,59,26,46,43,42.0,PhD/Doctorate,Unknown,27.7328855,85.35042992,old,2,1,2,0
2285,Kathmandu,Bagmati,Hill,Central,2076,2019,Severe,Mental retardation,20,19,49,30,9.0,"College degree, bachelor, master",Unknown,27.7328855,85.35042992,old,3,5,0,0
2286,Kathmandu,Bagmati,Hill,Central,2076,2019,Major,Hysteria,30,34,30,47,17.0,"College degree, bachelor, master",Unknown,27.7328855,85.35042992,Middle-age,0,4,0,0
2287,Kathmandu,Bagmati,Hill,Central,2076,2019,Normal,Alcoholism,44,42,37,54,32.0,"College degree, bachelor, master",no,27.7328855,85.35042992,Middle-age,2,0,0,1
2288,Kathmandu,Bagmati,Hill,Central,2076,2019,Severe,Epilepsy,21,49,47,24,46.0,PhD/Doctorate,yes,27.7328855,85.35042992,old,3,3,2,3
2289,Nuwakot,Bagmati,Hill,Central,2076,2019,Normal,Depression,26,54,38,41,39.0,"College degree, bachelor, master",no,27.87213818,85.20553279,Middle-age,2,2,0,1
2290,Nuwakot,Bagmati,Hill,Central,2076,2019,Minor,Psychosis,57,41,49,55,43.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,old,1,6,0,3
2291,Nuwakot,Bagmati,Hill,Central,2076,2019,Major,Anxiety,54,32,57,19,67.0,Up to 9 years of school,yes,27.87213818,85.20553279,old,0,1,6,3
2292,Nuwakot,Bagmati,Hill,Central,2076,2019,Normal,Mental retardation,46,52,51,21,77.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,old,2,5,0,3
2293,Nuwakot,Bagmati,Hill,Central,2076,2019,Normal,Hysteria,44,39,22,29,54.0,"College degree, bachelor, master",no,27.87213818,85.20553279,Middle-age,2,4,0,1
2294,Nuwakot,Bagmati,Hill,Central,2076,2019,Major,Alcoholism,45,40,41,23,62.0,PhD/Doctorate,yes,27.87213818,85.20553279,old,0,0,2,3
2295,Nuwakot,Bagmati,Hill,Central,2076,2019,Normal,Epilepsy,60,60,47,30,90.0,PhD/Doctorate,yes,27.87213818,85.20553279,old,2,3,2,3
2296,Rasuwa,Bagmati,Mountain,Central,2076,2019,Normal,Depression,51,20,47,31,40.0,PhD/Doctorate,yes,28.21369528,85.45366507,old,2,2,2,3
2297,Rasuwa,Bagmati,Mountain,Central,2076,2019,Severe,Psychosis,32,41,40,40,33.0,PhD/Doctorate,no,28.21369528,85.45366507,old,3,6,2,1
2298,Rasuwa,Bagmati,Mountain,Central,2076,2019,Minor,Anxiety,44,56,28,34,66.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age,1,1,0,1
2299,Rasuwa,Bagmati,Mountain,Central,2076,2019,Minor,Mental retardation,57,24,25,39,42.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age,1,5,0,1
2300,Rasuwa,Bagmati,Mountain,Central,2076,2019,Minor,Hysteria,59,32,41,25,66.0,PhD/Doctorate,no,28.21369528,85.45366507,old,1,4,2,1
2301,Rasuwa,Bagmati,Mountain,Central,2076,2019,Major,Alcoholism,51,18,35,49,20.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age,0,0,0,1
2302,Rasuwa,Bagmati,Mountain,Central,2076,2019,Normal,Epilepsy,60,30,57,34,56.0,"College degree, bachelor, master",no,28.21369528,85.45366507,old,2,3,0,1
2303,Dhading,Bagmati,Hill,Central,2076,2019,Normal,Depression,56,50,24,33,73.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age,2,2,0,1
2304,Dhading,Bagmati,Hill,Central,2076,2019,Normal,Psychosis,48,23,48,32,39.0,PhD/Doctorate,no,27.9527537,84.98055863,old,2,6,2,1
2305,Dhading,Bagmati,Hill,Central,2076,2019,Major,Anxiety,42,46,43,46,42.0,PhD/Doctorate,no,27.9527537,84.98055863,old,0,1,2,1
2306,Dhading,Bagmati,Hill,Central,2076,2019,Minor,Mental retardation,30,46,58,43,33.0,"College degree, bachelor, master",Unknown,27.9527537,84.98055863,old,1,5,0,0
2307,Dhading,Bagmati,Hill,Central,2076,2019,Minor,Hysteria,37,24,40,51,10.0,PhD/Doctorate,no,27.9527537,84.98055863,old,1,4,2,1
2308,Dhading,Bagmati,Hill,Central,2076,2019,Normal,Alcoholism,55,22,20,26,51.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age,2,0,0,1
2309,Dhading,Bagmati,Hill,Central,2076,2019,Severe,Epilepsy,43,42,21,33,52.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age,3,3,0,1
2310,Makawanpur,Narayani,Hill,Central,2076,2019,Minor,Depression,38,43,31,59,22.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age,1,2,0,1
2311,Makawanpur,Narayani,Hill,Central,2076,2019,Minor,Psychosis,22,36,45,28,30.0,PhD/Doctorate,no,27.43988382,85.11702565,old,1,6,2,1
2312,Makawanpur,Narayani,Hill,Central,2076,2019,Severe,Anxiety,30,22,41,33,19.0,PhD/Doctorate,no,27.43988382,85.11702565,old,3,1,2,1
2313,Makawanpur,Narayani,Hill,Central,2076,2019,Minor,Mental retardation,31,50,25,21,60.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age,1,5,0,1
2314,Makawanpur,Narayani,Hill,Central,2076,2019,Major,Hysteria,45,53,29,59,39.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age,0,4,0,1
2315,Makawanpur,Narayani,Hill,Central,2076,2019,Normal,Alcoholism,43,36,32,49,30.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age,2,0,0,1
2316,Makawanpur,Narayani,Hill,Central,2076,2019,Normal,Epilepsy,52,56,27,53,55.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age,2,3,0,1
